id,title given by manchine,Y/N,original title
10.1.1.90.4924.txt,Context Sensitivity in Logical Modeling with Time Delays,Y,
10.1.1.48.2521.txt,A WWW-Based Expert System Advisor for the Diagnostic of Network Communication Problems,Y,
10.1.1.87.542.txt,Acknowledgments,N,Circuits and structure in matroids and graphs
10.1.1.83.5862.txt,? 2002 Springer-Verlag New York Inc. The Quantum Black-Box Complexity of Majority,N,The Quantum Black-Box Complexity of Majority
10.1.1.125.5455.txt,ACKNOWLEDGEMENTS,N,EXPERIMENTAL AND THEORETICAL EVALUATION OF THE FILTRATION MECHANISMS FOR A MAGNETIC SEPARATIONS PROCESS
10.1.1.15.1160.txt,Wavelets in State Space Models,Y,
10.1.1.198.1288.txt,VAR ’Puzzles ’ in Four Big Euro-Zone Countries Under Alternative Estimation Strategies,Y,
10.1.1.39.5894.txt,Hybrid Domain Representation Archive (HyDRA) for Requirements Model Synthesis across Viewpoints,Y,
10.1.1.110.5677.txt,CHAPTER THREE: HIGH-TECH CRIME: A THRIVING ECONOMY 23,N,VIRTUAL CRIMINOLOGY REPORT
10.1.1.60.6074.txt,Flexible retrieval of Web Services,Y,
10.1.1.186.1832.txt,Commentary,Y,原文就只有一个“评论”
10.1.1.19.3000.txt,Evolving logic programs,Y,
10.1.1.123.1419.txt,  Efficient Software-Based Fault Isolation,Y,
10.1.1.97.5926.txt,Correspondence Conservative Arrays: Multidimensional Modulation Codes for Holographic Recording,Y,
10.1.1.121.6387.txt,Probability Theory..d Related Fields,N,Gaussian fluctuations of connectivities in the subcritical regime of percolation
10.1.1.1.1885.txt,Parameter Estimation In Pairwise Markov Fields,Y,
10.1.1.44.5251.txt,Implementing Mandatory Network Security In A Policy-Flexible System,Y,
10.1.1.133.6751.txt,Deciding to Land a UAV Safely in Real Time,Y,
10.1.1.77.702.txt,1 Introduction Inferring learning and attitudes from a Bayesian Network of log file data,N,Inferring learning and attitudes from a Bayesian Network of log file data
10.1.1.90.2563.txt,"ANZIAM J. 42 (E) ppC627–C652, 2000 C627 Optimal program execution reversal",N,Optimal program execution reversal
10.1.1.1.9778.txt,Complex object tracking by visual servoing based on 2D image motion,Y,
10.1.1.20.2557.txt,Deformed Lorentz Symmetry and High-Energy Astrophysics (II),Y,
10.1.1.85.9025.txt,Fundamenta Informaticae (2007) Histogram Thresholding using Beam Theory and Ambiguity Measures ?,N,Histogram thresholding using beam theory and ambiguity measures
10.1.1.59.8532.txt,Efficient Non-Parametric Function Induction in Semi-Supervised Learning,Y,
10.1.1.224.3406.txt,1. Preliminary Design Explanation 3,N,“Cher Ami” Project Progress Report II of EE Group Team 3
10.1.1.205.7310.txt,JOSEPHSON BEHAVIOR IN SMALL NORMAL ONE-DIMENSIONAL RINGS,Y,
10.1.1.203.1511.txt,Just the FactsCopyrights,N,Netra^TM ft 1800 Server Just the Facts
10.1.1.93.9928.txt,? Steganography requirements in images: ? Visual Quality,N,Steganalysis aware steganography: Statistical indistinguishability despite high distortion
10.1.1.220.8031.txt,M-RAT: Using Rapid Risk Assessment Techniques to Combat Degraded Modes of Operation,Y,
10.1.1.3.7029.txt,Musical Data Mining for Electronic Music Distribution,Y,
10.1.1.57.3358.txt,Collaborators (VITAL Partners in bold are involved in this task):,N,Remote Message Passing Prototype for the VITAL Project
10.1.1.104.9893.txt,EXTENDING THE BDI-ASDP METHODOLOGY FOR REAL-TIME,Y,
10.1.1.56.3471.txt,Description Logic in Practice: A classic Application,Y,
10.1.1.114.2688.txt,Abstract A Method for Hierarchical Data Placement,N,A Method for Hierarchical Data Placement
10.1.1.63.4097.txt,Advances in Applied Mathematics ** * (****) ***-***,N,Stern polynomials
10.1.1.150.8312.txt,"Book chapter for “Computational Models, Software Engineering and Advanced Technologies in Air Transportation” Chapter Title: A Distributed Systems Approach to Airborne Self-Separation",Y,A Distributed Systems Approach to Airborne Self-Separation
10.1.1.98.9061.txt,Knowledge management strategy and its link to knowledge creation process. Expert Systems with Applications,N,Knowledge management strategy and its link to knowledge creation process
10.1.1.112.7048.txt,Motion Parameter Estimation via Dopplerlet-Transform-Based Matched Field Processing,Y,Motion Parameter Estimation via Dopplerlet-Transform-Based Matched Field Processing
10.1.1.126.1908.txt,Unsupervised segmentation of synthetic aperture radar sea ice imagery using a novel Markov random field models,Y,
10.1.1.222.3313.txt,THE IMPLEMENTATION AND ANALYSIS OF KALMAN FILTER PHASE UNWRAPPING ALGORITHM OF INSAR,Y,
10.1.1.30.748.txt,A central limit theorem for convex chains,N,A central limit theorem for convex chains in the square
10.1.1.49.5840.txt,The TRADEr: Integrating Trading Into DCE,Y,
10.1.1.52.2458.txt,European Organization For Nuclear Research,N,First observation of the\ Xi^-\ pi^+ decay mode of the\ Xi^ 0 (1690) hyperon
10.1.1.28.9209.txt,"An Approximation Algorithm for Solving Multistage, Stochastic, Dynamic Resource Allocation Problems with Single Period Travel Times",Y,
10.1.1.150.2914.txt,License GPL (> = 2) Repository CRAN,N,Package ‘randomLCA’
10.1.1.96.7761.txt,Abstract,N,A Commensalistic Software System
10.1.1.34.2719.txt,Rsvp and integrated services in the internet: A tutorial,Y,
10.1.1.158.2827.txt,Bose's Method of Differences Applied to Construct Bhaskar Rao Designs,Y,
10.1.1.3.9678.txt,Implementation and Evaluation of the Cross-Application Signaling Protocol (CASP),Y,
10.1.1.64.8956.txt,"Banka, 15.6.2001 Andrej Lú?ny",N,Modelovanie spravania zivych systemov pomocou subsumpcnej architektury
10.1.1.108.5774.txt,Cooperation of Heterogeneous Provers,Y,
10.1.1.84.2060.txt,Lightweight wrappers for interfacing with binary code in CCured,Y,
10.1.1.148.8118.txt,NATIONAL REPORTS ON RESEARCH AND DEVELOPMENT,N,SEMINAR ON NUTRIENTS REMOVAL FROM MUNICIPAL WASTE WATER
10.1.1.8.4101.txt,Nasa Synthetic Vision Ege Flight Test,Y,
10.1.1.65.7213.txt,On,N,On the realizability of pair correlation functions
10.1.1.188.3147.txt,Computer lab work on theory,Y,
10.1.1.20.7676.txt,Eradicating Child Poverty in Britain: Welfare Reform and Children Since 1997,Y,
10.1.1.188.5311.txt,A Semi-supervised Approach to Space Carving,Y,
10.1.1.154.7006.txt,in-place,N,A type system for bounded space and functional in-place update
10.1.1.216.449.txt,Linearly Similar Polynomials,Y,
10.1.1.188.1676.txt,"?u(t,x) ?t ?(xu(t,x))",N,A sharp condition for the chaotic behaviour of a size structured cell population
10.1.1.22.1034.txt,A Snake for Model-Based Segmentation,Y,
10.1.1.206.3885.txt,Simulation: An Effective Marketing Tool,Y,
10.1.1.30.633.txt,Bayesian Inference on Periodicities and Component Spectral Structure in Time Series,Y,
10.1.1.72.1752.txt,Abstract Compositional Dynamic Test Generation,N,Compositional Dynamic Test Generation
10.1.1.99.7786.txt,第3届中国金融学年会——中国·上海2006.10 Numerical Valuation of American Puts On a Dividend Paying Asset,N,Numerical Valuation of American Puts On a Dividend Paying Asset
10.1.1.123.513.txt,1274 Current Developments in Technology-Assisted Education (2006) Integrated learning in engineering at UWA: designed by students for students,N,Integrated learning in engineering at UWA: designed by students for students
10.1.1.177.1442.txt,Performance Budgeting,N,Performance budgeting in the United States
10.1.1.148.9056.txt,Management System,N,Towards a RESTful process of conference management system
10.1.1.225.7234.txt,Interference Alignment in Partially Connected Interfering Multiple-Access and Broadcast Channels,Y,
10.1.1.103.9704.txt,Jér?me Leroux Least Significant Digit First,N,Least Significant Digit First Presburger Automata
10.1.1.92.4616.txt,1 INTRODUCTION AND OVERVIEW OF WIRELESS SENSOR NETWORKS,N,Introduction and overview of wireless sensor networks
10.1.1.73.3118.txt,Adapting Similarity Measures to Agent Types in Opponent Modelling,Y,
10.1.1.195.3983.txt,*corresponding authorWhy Can’t Things Just Stay the Same? An Assessment of Recent Structural Changes in the Public Accounting Profession in the US,N,Why Can’t Things Just Stay the Same? An Assessment of Recent Structural Changes in the Public Accounting Profession in the US
10.1.1.38.1432.txt,Parallel Approximation Algorithms for Maximum Weighted Matching in General Graphs,Y,
10.1.1.129.5446.txt,THE METHODOLOGICAL CHARACTER OF SYMMETRY PRINCIPLES ,Y,
10.1.1.214.3983.txt,Can tutored problem solving benefit from faded worked-out examples? Paper presented at The European Cognitive Science Conference,N,Can tutored problem solving benefit from faded worked-out examples?
10.1.1.41.507.txt,Scalable Temporal Reasoning,Y,
10.1.1.221.2943.txt,A FAST ITERATIVE METHOD FOR SOLVING THE EIKONAL EQUATION ON TRIANGULATED SURFACES ?,Y,A fast iterative method for solving the eikonal equation on triangulated surfaces
10.1.1.221.227.txt,Abstract Test Suite for UNI 3.1Network side Abstract Test Suite for UNI 3.1 Network side,N,Abstract Test Suite for UNI 3.1 Network side
10.1.1.19.9.txt,"IEEE October 18 - 21, 2000 Kansas City, MO",N,A social robotics experimental project
10.1.1.105.542.txt,,N,Context Photography
10.1.1.133.2577.txt,Abstract: Quantifying the Complexity of Flow Networks: How many roles are there?,N,Quantifying the complexity of flow networks: How many roles are there?
10.1.1.36.652.txt,A Virtual Endoscopy System for the Planning of Endoscopic,N,A Virtual Endoscopy System for the Planning of Endoscopic Interventions in the Ventricular System inside of the Human Brain
10.1.1.114.4116.txt,Appendix C Atmospheric Processes C.1 ATMOSPHERIC CHEMISTRY (p. 265) C.2 SOURCE-RECEPTOR RELATIONSHIPS (p. 274),N,Appendix C Atmospheric Processes
10.1.1.55.9150.txt,A Codebook Generation Algorithm for Document Image Compression,Y,
10.1.1.106.56.txt,Ensuring quality of service for image transmission: hybrid loss protection,Y,
10.1.1.127.762.txt,? 2007 Science Publications Task Load Balancing Strategy for Grid Computing,N,Task load balancing strategy for grid computing
10.1.1.71.6365.txt,Non-intrusive Lightweight Agents for Information Management,Y,
10.1.1.173.7158.txt,International Food Safety Authorities Network (INFOSAN),N,Basic step to improve safety of street-vended food
10.1.1.18.1117.txt,On Generalized Geometric Graphs and Pseudolines,Y,
10.1.1.31.9721.txt,Sui Generis,N,
10.1.1.124.9523.txt,Ranked items auctions and online advertisement,Y,
10.1.1.182.8801.txt,Sketch2photo: internet image montage,Y,
10.1.1.40.3311.txt,Agents In Medical Informatics,Y,
10.1.1.210.449.txt,by,N,The Role of Temporary Agency Employment in Tight Labor Markets
10.1.1.196.4999.txt,Reforming Russian Railways: The Emergence of Competition and Regulatory Challenges,Y,
10.1.1.58.3124.txt,Using Web Frequency Within Multimedia Exhibitions,Y,
10.1.1.25.1670.txt,High-Level Synthesis of Control and Memory Intensive Applications,Y,
10.1.1.12.8240.txt,Modeling Large Cortical Networks With,N,Modeling large cortical networks with growing self-organizing maps
10.1.1.182.199.txt,Previous Up Next Article Citations From References: 5 From Reviews: 0,N,Coloring subgraphs of the Rado graph.
10.1.1.120.795.txt,How the design of JML accommodates both runtime assertion checking and formal verification,Y,
10.1.1.128.6407.txt,Valid Clock Frequencies and Their Computation in Wavepipelined Circuits ,Y,
10.1.1.130.5700.txt,Is everything a world? ?,Y,"""Is everything a world?"
10.1.1.126.9260.txt,Uniform preconditioners for a parameter dependent saddle point problem with application to generalized Stokes interface equations,Y,
10.1.1.130.2084.txt,1 Introduction H.264 Encoder Design,N,H.264 Encoder Design
10.1.1.114.8367.txt,ESFLIB: A library to compute the element free Galerkin shape functions ,Y,
10.1.1.78.4773.txt,Verifying completeness of relational query results in data publishing,Y,
10.1.1.180.4466.txt,Merging Multiple Formations: A Meta-Formation Prospective,Y,
10.1.1.15.5214.txt,Autopoiesis and image processing ii: Autopoietic-agents for texture analysis,Y,
10.1.1.186.4875.txt,Improving Refactoring with Alternate Program Views. Research Proficiency Exam,N,Improving Refactoring with Alternate Program Views
10.1.1.56.7129.txt,Self-certified keys - Concepts and Applications,Y,
10.1.1.20.808.txt,From Margins to Probabilities in Multiclass Learning Problems,Y,
10.1.1.36.3799.txt,An Efficient Numerical Scheme for Solving Initial and Boundary Value Problems,Y,
10.1.1.49.3551.txt,Omnipotence Without Omniscience: Efficient Sensor Management for Planning ,Y,
10.1.1.121.3350.txt,Sharing the Cost of Multicast Transmissions 1,N,Sharing the cost of muliticast transmissions
10.1.1.90.1644.txt,Recursive function definition for types with binders,Y,
10.1.1.157.6581.txt,Fixed-Point Definability and Polynomial Time,Y,
10.1.1.133.2250.txt,"A Low-Power, High-Speed, Current-Feedback Op-Amp with a Novel Class AB High Current Output Stage",Y,
10.1.1.41.6686.txt,A Deontic Logic For Diagnosis Of Organisational Process Design,Y,
10.1.1.196.6456.txt,HISTORY OF SCIENCE SOCIETY 2002 Guide Now in Print and Available Online The ninth edition of the Guide to the,N,History of Science Society
10.1.1.81.6994.txt,,N,Why almost all k-CNF formulas are easy
10.1.1.136.7831.txt,Organized by United Nations Industrial Development Organization From Information and Communication Technology,N,From Information and Communication Technology to Bio-digital Technology-Capacity-Building Chanllenge
10.1.1.123.9083.txt,,N,Designing an IT College
10.1.1.159.6210.txt,Department of Instrumentation and Analytical Science;,N,CONTINUOUS MONITORING GUIDED WAVE ENCODED SENSOR FOR FLOOD DETECTION OF OIL RIGS CROSS BEAMS
10.1.1.168.1415.txt,Distance-sampling analysis in unmarked,Y,
10.1.1.16.6258.txt,Trust and Dependence Analysis,Y,
10.1.1.47.7939.txt,Cobase: A Scalable and Extensible Cooperative Information System,Y,
10.1.1.203.3998.txt,and,N,Are Markets Learning? Behavior in the secondary market for brady bonds
10.1.1.210.4198.txt,Sparse matrices in Matlab: Design and implementation,Y,
10.1.1.55.4867.txt,Automated Assembly Inspection Using a Multiscale Algorithm Trained on Synthetic Images,Y,
10.1.1.29.7648.txt,Manifold Piecewise Constant Systems and Chaos,Y,
10.1.1.103.8038.txt,Abstract On Deterministic Replay,N,On Deterministic Replay
10.1.1.194.4352.txt,UNIREG REGIONAL CASE STUDY REPORT DUBLIN,Y,
10.1.1.59.7080.txt,Multi-objective Optimisation,N,Multi-objective optimisation by co-operative co-evolution
10.1.1.40.7536.txt,Image classification by a two dimensional hidden Markov model,Y,
10.1.1.47.762.txt,Implementation and evaluation of an eventually-serializable data service,Y,
10.1.1.41.6170.txt,Gram Polynomials And The Kummer Function,Y,
10.1.1.211.8434.txt,Efficient algorithms to rank and unrank permutations in lexicographic order,Y,
10.1.1.224.9983.txt,Edit wars in Wikipedia,Y,
10.1.1.111.803.txt,Similar active sites in lysostaphins and,N,Similar active sites in lysostaphins and D‐Ala‐D‐Ala metallopeptidases
10.1.1.205.716.txt,2nd Introduction to the Matrix package,Y,
10.1.1.40.3628.txt,"Using modal logics for the formal analysis and synthesis of hybrid control systems,” Australian",N,Using modal logics for the formal analysis and synthesis of hybrid control systems
10.1.1.73.5999.txt,Tracking of Moving Objects from a Moving Vehicle Using a Scanning Laser Rangefinder,Y,
10.1.1.204.5115.txt,Avalanche: Putting the Spirit of the Web back into Semantic Web Querying,Y,
10.1.1.184.6004.txt,Reference,N,Multi-Supervisory Control and Data Display
10.1.1.173.2317.txt,DB2 Universal Database ? SQL Reference Volume 1,N,SQL Reference Volume 1
10.1.1.110.865.txt,PDP16 375 THz Parametric Translation of Modulated Signal from 1550nm to Visible Band,N,375 THz Parametric translation of modulated signal from 1550nm to visible band
10.1.1.192.6574.txt,Initial Australian Site Analysis Submitted by The Australian SKA Consortium Committee Prepared by,N,Initial Australian Site Analysis
10.1.1.96.9665.txt,"  Detecting differences in ""meaningful learning"" behaviours and their evolution: a data-driven approach ",Y,
10.1.1.5.1824.txt,Control of switched electrical networks using averaging on Lie groups,Y,
10.1.1.137.4165.txt,Statistical Analysis of Power Grid Networks Considering Lognormal Leakage Current Variations with Spatial Correlation,Y,
10.1.1.214.7018.txt,Social data analysis & physical activity,Y,
10.1.1.135.4476.txt,Computer Aided Detection on Mammography,Y,
10.1.1.195.9257.txt,APPENDIX B-1 Introduction to Tennessee’s Workplace ESOL Initiative: Training Overview and Frequently Asked Questions,Y,Introduction to Tennessee’s Workplace ESOL Initiative: Training Overview and Frequently Asked Questions
10.1.1.47.531.txt,How Many Argument Digits are Needed to Produce n Result Digits?,Y,
10.1.1.198.9654.txt,McGrath Semantic Web Services Delivery Semantic Web Services Delivery: Lessons From the Information Systems World,N,Semantic web services delivery: lessons from the information systems world
10.1.1.36.2653.txt,Dialogues In Air Traffic Control,Y,
10.1.1.111.623.txt,Proceedings of the 2002 Winter Simulation Conference,N,WEB SERVICE TECHNOLOGIES AND THEIR SYNERGY WITH SIMULATION
10.1.1.29.5807.txt,Tracking Meteorological Structures through Curves Matching Using Geodesic Paths,Y,
10.1.1.119.8057.txt,A New Standard in Secure Networking Robert Denier,N,A New Standard in Secure Networking
10.1.1.19.7455.txt,Specification-Based Testing Of Firewalls,Y,
10.1.1.163.543.txt,Bootstrap method for the estimation of measurement,N,Bootstrap method for the estimation of measurement uncertainty in spotted dual-color DNA microarrays
10.1.1.148.905.txt,Radiation Oncology BioMed Central,N,Reirradiation of recurrent breast cancer with and without concurrent chemotherapy
10.1.1.129.8468.txt,Minerals Management Service,N,Gulf of Mexico Continental Slope Study Annual Report Year 2 Volume Ii : Primary Volume 
10.1.1.85.3585.txt,Extensible file systems in Spring,Y,
10.1.1.80.3021.txt,Separation of Concerns in the Formal Design ofReal-Time Shared Data-Space Systems \Lambda,N,Separation of concerns in the formal design of real-time shared data-space systems
10.1.1.79.2974.txt,Bayesian inverse reinforcement learning,Y,
10.1.1.25.1411.txt,Critical Bandwidth Allocation for Delivery of Compressed Video,Y,
10.1.1.123.492.txt,RP2: Preparing the Worldwide LHC Computing Grid for MPI applications,N,Preparing the worldwide lhc computing grid for mpi applications
10.1.1.50.8780.txt,Adaptive testing of controllers for autonomous vehicles,Y,
10.1.1.180.599.txt,Interconnection Service Agreement,N,FEDERAL ENERGY REGULATORY COMMISSION WASHINGTON.D.C 20426
10.1.1.211.5406.txt,Chunking by coarticulation in Music-Related Gestures,Y,
10.1.1.211.4569.txt,OVERVIEW AND RELEVANT BACKGROUND................................................................... 1,N,"CASE STUDY:  STATE OF MAINE USE AND THE EFFECTS OF USING PERFORMANCE MEASURES FOR  BUDGETING, MANAGEMENT,  AND REPORTING"
10.1.1.68.8602.txt,MUAN: A Stop Motion Animation System,Y,"USE AND THE EFFECTS OF USING PERFORMANCE MEASURES FOR  BUDGETING, MANAGEMENT,  AND REPORTING"
10.1.1.116.9375.txt,doi:10.1093/comjnl/bxm041 Restoration of Bayer-sampled Image Sequences,N,Restoration of Bayer-sampled Image Sequences
10.1.1.30.5730.txt,Cross-Operating System Process Migration On a Massively Parallel Processor,Y,
10.1.1.224.3525.txt,Logic Group Preprint Series,N,Proceedings of the Fourth Workshop on Explicit Substitutions Theory and Applications (WESTAPP '01)
10.1.1.99.8005.txt,ALMOST-DISJOINT CODING AND STRONGLY SATURATED IDEALS,Y,
10.1.1.123.4959.txt,"filtering, search process",N,Contextual wisdom: social relations and correlations for multimedia event annotation
10.1.1.127.5694.txt,Near-Earth Wave Propagation Characteristics of Electric Dipole in Presence of Vegetation or Snow Layer,Y,
10.1.1.128.4759.txt,ABSTRACT Research Challenges in the Tension Between Features and Services,N,Research challenges in the tension between features and services
10.1.1.151.482.txt,Leveraging Smart Phones to Reduce Mobility Footprints,Y,
10.1.1.73.7388.txt,Employing Trainable String Similarity Metrics for Information Integration,Y,
10.1.1.90.2418.txt,Local binary patterns as an image preprocessing for face authentication,Y,
10.1.1.116.9664.txt,Vision-based human tracking and activity recognition,Y,
10.1.1.27.3230.txt,Time-dependent rescalings and dispersion for the Boltzmann equation ,Y,
10.1.1.218.8519.txt,Concept-Oriented Access to Longitudinal Multimedia Medical Records: A Case Study in Brain Tumor Patient Management,Y,
10.1.1.133.6819.txt,The Nielsen-Thurston classification of mapping classes is determined by TQFT,Y,
10.1.1.169.5263.txt,"Université catholique de Louvain (UCL/TELE), B-1348 Louvain-la-Neuve, Belgium.",N,Surface based atlas matching of the brain using deformable surfaces and volumetric finite elements
10.1.1.212.5574.txt,"ACL Special Interest Group on the Lexicon (SIGLEX), Philadelphia, July 2002, pp. 9-16. Association for Computational Linguistics. Learning a Translation Lexicon from Monolingual Corpora",N,Learning a translation lexicon from monolingual corpora
10.1.1.172.5800.txt,R576 Dispatch Population genomics: Linkage,N,Population genomics: linkage disequilibrium holds the key
10.1.1.78.4296.txt,UPDATE/PATCH MANAGEMENT SYSTEMS: a protocol taxonomy with security implications,Y,
10.1.1.176.2185.txt,This document was produced for the Substance Abuse and Mental Health Services Administration,N,The Evidence
10.1.1.144.6178.txt,Example-based Program Querying,Y,
10.1.1.60.4376.txt,An improved approximation algorithm for two-machine flow shop scheduling with an availability constraint. Information Processing Letters 2004;90:273–278,N,An improved approximation algorithm for two-machine flow shop scheduling with an availability constraint
10.1.1.216.4882.txt,Ultrasonic NDE of thin Composite plate Based on an enhanced Wigner-Ville distribution,Y,
10.1.1.178.3381.txt,6 The Road Ahead for Computer Network Defense Service Providers,N,A New Strategy- A New USSTRATCOM
10.1.1.11.8307.txt,Verifying Temporal Heap Properties Specified via Evolution Logic,Y,
10.1.1.92.5300.txt,Techniques and Tools for Analyzing Intrusion Alerts,Y,
10.1.1.101.3415.txt,Abstract Decision Aiding Social multi-criteria evaluation: Methodological foundations and operational consequences,N,Social multi-criteria evaluation: Methodological foundations and operational consequences
10.1.1.84.2726.txt,The Research and Development of Computer Aided Contemporary Uighur Language Tagging System,Y,
10.1.1.120.4175.txt,EVEN KAKUTANI EQUIVALENCE AND THE LOOSE BLOCK INDEPENDENCE PROPERTY FOR POSITIVE ENTROPY Z d ACTIONS,Y,
10.1.1.101.8470.txt,?????? ? ????× ?? ? ?????×??,N,LOGIC JOURNAL OF THE ICPC(Volume10 Number2 March2002)
10.1.1.145.1106.txt,Factoring Univariate Polynomials over the Rationals,Y,
10.1.1.87.7661.txt,convergence.,N,"Strong measure zero sets, filters, and pointwise convergence"
10.1.1.124.471.txt,,N,Structure and dynamics of SARS coronavirus proteinase: the primary key to the designing and screening for anti-SARS drugs
10.1.1.32.2820.txt,A simple improvement of a theorem of Pólya,Y,
10.1.1.200.454.txt,Relocation of the Time-Inconsistency Problem ¤,N,Delegation of Monetary Policy: More than a relocation of the time-inconsistency problem
10.1.1.77.5457.txt,Towards Computationally Sound Symbolic Analysis of Key Exchange Protocols,Y,Towards Computationally Sound Symbolic Analysis of Key Exchange Protocols(extended abstract)
10.1.1.152.2088.txt,3.1 Defining the Market Heat Rate........................... 5 3.2 Valuation Issues and the Margrabe Approach.................. 10,N,Valuation of a Spark Spread: an LM6000 Power Plant
10.1.1.220.4881.txt,Optimal monodomain,N,Optimal monodomain approximations of the bidomain equations used in cardiac electrophysiology
10.1.1.17.2402.txt,Analyzing the Average-Case Behavior of Conjunctive Learning Algorithms,Y,
10.1.1.188.7148.txt,1.3 The CAFCR Model......................... 2,N,Module Architecting Method Overview
10.1.1.149.6715.txt,No eigenvalues outside the support of the limiting empirical spectral distribution of a separable covariance matrix Available at http://www4.ncsu.edu/~jack/pub.html,N,No eigenvalues outside the support of the limiting empirical spectral distribution of a separable covariance matrix
10.1.1.110.8993.txt,Matching and Scheduling Algorithms for Minimizing Execution Time and Failure Probability of Applications in Heterogeneous Computing,Y,
10.1.1.41.1160.txt,"Fivebranes, Membranes And Non-Perturbative String Theory",Y,
10.1.1.141.323.txt,An Unsupervised Framework for Extracting and Normalizing Product Attributes from Multiple Web Sites,Y,
10.1.1.142.7025.txt,"DOI 10.1007/s00014-003-0772-y c ○ 2003 Birkh?user Verlag, Basel",N,Axiomatic homotopy theory for operads
10.1.1.95.8864.txt,A Cellular Automata Study of Constraints (Dissolvence) in a Percolating Many-Particle System,Y,
10.1.1.161.975.txt,"An Intelligent Heterogeneous Autonomous Database Architecture for Semantic Heterogeneity Support,” presented at",N,An intelligent heterogeneous autonomous database architecture for semantic heterogeneity support
10.1.1.67.4362.txt,From Trash Heaps to Toolkits and Chaos to Convection – Management and Innovation at Leading-Edge Design Organizations and Idea Labs,Y,
10.1.1.173.8675.txt,Status: Liaison Contribution Action: For consideration by JTC1/SC2/WG2 and UTC,N,Proposal for encoding the Sora Sompeng script in the UCS
10.1.1.103.7703.txt,Scan Design and Secure Chip,Y,
10.1.1.44.7572.txt,Dependable Flight Control System By Means Of Data Diversity With Error Recovery,Y,
10.1.1.50.1310.txt,Normed Simulations,Y,
10.1.1.62.5098.txt,This document in subdirectoryRS/04/10/ Probabilistic Event Structures and Domains,N,Probabilistic event structures and domains
10.1.1.46.8813.txt,A?-Homotopy Theory of Schemes,Y,
10.1.1.200.7737.txt,White Sands Test Facility Published as TP-WSTF-937 October 2003THE NASA STI PROGRAM OFFICE … IN PROFILE,N,Guide for hydrogen hazards analysis on components and systems
10.1.1.106.9611.txt,Towards a Context-Aware Relational Model,Y,
10.1.1.62.5504.txt,BIOSIGNAL 2004 Averaged Lomb Periodograms for Nonuniform Sampling,N,Averaged Lomb periodogram for nonuniform sampling
10.1.1.203.1231.txt,RAPID ONSET NATURAL DISASTERS: THE ROLE OF FINANCING IN EFFECTIVE RISK MANAGEMENT Insurance and Contractual Savings Practice Financial Sector Operations and Policy Department,N,Rapid onset natural disasters: The role of financing in effective risk management
10.1.1.49.2646.txt,Quantitative Measurements of FPGA Utility in Special and General Purpose Processors,Y,
10.1.1.165.1931.txt,FRAME REPRESENTATIONS AND PARSEVAL DUALS WITH APPLICATIONS TO GABOR FRAMES,Y,
10.1.1.161.2684.txt, METAPHORS IN CONCEPTUAL DESIGN,Y,
10.1.1.143.4929.txt,THE DIOPHANTINE EQUATION ax ? by + c = 0,N,A METHOD TO SOLVE THE DIOPHANTINE EQUATION ax^2-by^2+c=0
10.1.1.122.7484.txt,Legal Notices,N,Novell Access Manager 3.0 SP2
10.1.1.5.4393.txt,Congestion-Distortion Optimized Scheduling Of Video Over . . . ,N,CONGESTION-DISTORTION OPTIMIZED SCHEDULING OF VIDEO OVER A BOTTLENECK LINK
10.1.1.100.5328.txt,"Centro Nacional de Cálculo Científico Universidad de Los Andes (CECALCULA),",N,e-Science initiatives in Venezuela
10.1.1.145.1655.txt,Strong Coupling Theory for . . . ,N,Strong Coupling Theory for Tunneling and Vibrational Relaxation in Driven Bistable Systems
10.1.1.176.2067.txt,MICROSIMULATION IN COMPARATIVE ANALYSIS,N,"Legal knowledge based systems JURIX 93 Intelligent Tools for Drafting Legislation, Computer - Supported Comparison of Law"
10.1.1.54.1119.txt,Black-Box Software Sensor Design for Environmental Monitoring,Y,
10.1.1.199.9363.txt,Measure of firms inefficiency and heterogeneity using Nonparametric frontier Models: The C?te d’Ivoire Case,Y,
10.1.1.30.6504.txt,Novel Cost Functions For Neural Classifiers,Y,
10.1.1.210.7738.txt,to hypergraphs,N,A generalization of the Motzkin–Straus theorem to hypergraphs
10.1.1.20.2713.txt,Multiresolution Analysis of SAR Images,Y,
10.1.1.217.895.txt,Author G&D/CSOP43 Status Open,N,Security Target Lite STARCOS 3.3 Passport Edition v1.0 
10.1.1.123.226.txt,THE AUTOPACK PROJECT -- ALGORITHMS FOR CONTAINER LOADING,Y,
10.1.1.135.9662.txt,Handling Uncertainties Through Reliability-Based Optimization Using Evolutionary Algorithms,Y,
10.1.1.30.7102.txt,Parallel Computing Applications and Environment on the T3D,Y,
10.1.1.84.2656.txt,Chord ?  ?  ? ?,N,A Database Grid System for Multi-Domain Dynamic Data Integration
10.1.1.88.4090.txt,STRENGERT M.: Pyramid filters based on bilinear interpolation,N,Pyramid filters based on bilinear interpolation
10.1.1.43.1264.txt,Inhibition of spontaneous decay by continuous measurements: Proposal for realizable experiment.,Y,
10.1.1.165.8690.txt,A Comparative Study of Probabilistic and Language Models for Information Retrieval,Y,
10.1.1.98.7292.txt,DIFFERENTIAL LEARNING AND RANDOM WALK MODEL,Y,
10.1.1.23.7249.txt,HyperText Documents with L,N,HyperText Documents with LATEX 2ε V4.0e
